componentName,fromTimestamp,maxValue,metricName,minValue,toTimestamp,unit
order-service,2020-09-01T12:37:25.001Z,33.30781969513778,ram,22.039066848014528,2020-09-01T12:37:35.001Z,percent
order-service,2020-09-01T12:37:35.001Z,32.86121254993613,cpu,8.330021398650487,2020-09-01T12:37:45.001Z,percent
order-service,2020-09-01T12:37:35.001Z,55.20419109545834,ram,44.38709554453412,2020-09-01T12:37:45.001Z,percent
order-service,2020-09-01T12:37:45.001Z,41.57225331626543,cpu,12.992540372942987,2020-09-01T12:37:55.001Z,percent
order-service,2020-09-01T12:37:45.001Z,22.320202202300223,ram,10.934308228848879,2020-09-01T12:37:55.001Z,percent
order-service,2020-09-01T12:37:55.001Z,39.0871210033416,cpu,20.049003019410407,2020-09-01T12:38:05.001Z,percent
order-service,2020-09-01T12:37:55.001Z,69.05776626676987,ram,57.78864393368648,2020-09-01T12:38:05.001Z,percent
order-service,2020-09-01T12:38:05.001Z,35.264008224748764,cpu,17.039025605711558,2020-09-01T12:38:15.001Z,percent
order-service,2020-09-01T12:38:05.001Z,36.5785715773446,ram,26.23816148196559,2020-09-01T12:38:15.001Z,percent
order-service,2020-09-01T12:38:15.001Z,30.832598434791578,cpu,12.423397928133502,2020-09-01T12:38:25.001Z,percent
order-service,2020-09-01T12:38:15.001Z,46.6530635275468,ram,36.452572957819605,2020-09-01T12:38:25.001Z,percent
order-service,2020-09-01T12:38:25.001Z,36.33630717015075,cpu,12.09516159405771,2020-09-01T12:38:35.001Z,percent
order-service,2020-09-01T12:38:25.001Z,16.999325196110927,ram,5.42288374479925,2020-09-01T12:38:35.001Z,percent
order-service,2020-09-01T12:38:35.001Z,37.4278199006758,cpu,18.96338455660049,2020-09-01T12:38:45.001Z,percent
order-service,2020-09-01T12:38:35.001Z,75.06598746796153,ram,63.38087044300933,2020-09-01T12:38:45.001Z,percent
order-service,2020-09-01T12:38:45.001Z,39.83619331768174,cpu,17.75675399847743,2020-09-01T12:38:55.001Z,percent
order-service,2020-09-01T12:38:45.001Z,16.984542447415063,ram,5.847743767677568,2020-09-01T12:38:55.001Z,percent
order-service,2020-09-01T12:38:55.001Z,40.68951187809337,cpu,13.500108132321337,2020-09-01T12:39:05.001Z,percent
order-service,2020-09-01T12:38:55.001Z,86.8114975795205,ram,74.8251821100616,2020-09-01T12:39:05.001Z,percent
order-service,2020-09-01T12:39:05.001Z,42.46937406534019,cpu,12.861724003686327,2020-09-01T12:39:15.001Z,percent
order-service,2020-09-01T12:39:05.001Z,50.97800828893337,ram,40.46490010961749,2020-09-01T12:39:15.001Z,percent
order-service,2020-09-01T12:39:15.001Z,37.31733267655395,cpu,17.45963780390513,2020-09-01T12:39:25.001Z,percent
order-service,2020-09-01T12:39:15.001Z,86.04551751061297,ram,75.13495404292624,2020-09-01T12:39:25.001Z,percent
order-service,2020-09-01T12:39:25.001Z,38.33382169563528,cpu,12.271017656865386,2020-09-01T12:39:35.001Z,percent
order-service,2020-09-01T12:39:25.001Z,77.8648922589341,ram,67.48856883156185,2020-09-01T12:39:35.001Z,percent
order-service,2020-09-01T12:39:35.001Z,42.53207643048068,cpu,14.841656383811554,2020-09-01T12:39:45.001Z,percent
order-service,2020-09-01T12:39:35.001Z,55.19146537337037,ram,45.0781451642249,2020-09-01T12:39:45.001Z,percent
order-service,2020-09-01T12:39:45.001Z,36.85808656351184,cpu,8.687560912895414,2020-09-01T12:39:55.001Z,percent
order-service,2020-09-01T12:39:45.001Z,36.80993634990054,ram,24.93355353877764,2020-09-01T12:39:55.001Z,percent
order-service,2020-09-01T12:39:55.001Z,31.787726300178754,cpu,11.074387669914294,2020-09-01T12:40:05.001Z,percent
order-service,2020-09-01T12:39:55.001Z,92.56533303760993,ram,81.32727273012246,2020-09-01T12:40:05.001Z,percent
order-service,2020-09-01T12:40:05.001Z,38.088851310095805,cpu,11.522656052434986,2020-09-01T12:40:15.001Z,percent
order-service,2020-09-01T12:40:05.001Z,20.126116532882687,ram,9.71342911389695,2020-09-01T12:40:15.001Z,percent
order-service,2020-09-01T12:40:15.001Z,31.014395489707482,cpu,10.499306340668305,2020-09-01T12:40:25.001Z,percent
order-service,2020-09-01T12:40:15.001Z,18.27337066185193,ram,6.384542663778839,2020-09-01T12:40:25.001Z,percent
order-service,2020-09-01T12:40:25.001Z,40.09726280428059,cpu,17.71375374247789,2020-09-01T12:40:35.001Z,percent
order-service,2020-09-01T12:40:25.001Z,70.41904213819453,ram,59.11658120702453,2020-09-01T12:40:35.001Z,percent
order-service,2020-09-01T12:40:35.001Z,39.474179924905606,cpu,11.446196305904545,2020-09-01T12:40:45.001Z,percent
order-service,2020-09-01T12:40:35.001Z,19.512908196554896,ram,7.644649588102288,2020-09-01T12:40:45.001Z,percent
order-service,2020-09-01T12:40:45.001Z,34.89856589475421,cpu,5.917060218526045,2020-09-01T12:40:55.001Z,percent
order-service,2020-09-01T12:40:45.001Z,19.561934438927924,ram,7.949988480749497,2020-09-01T12:40:55.001Z,percent
order-service,2020-09-01T12:40:55.001Z,34.936959743419216,cpu,15.691164684060205,2020-09-01T12:41:05.001Z,percent
order-service,2020-09-01T12:40:55.001Z,90.41952297938396,ram,78.56237024779988,2020-09-01T12:41:05.001Z,percent
order-service,2020-09-01T12:41:05.001Z,34.90457812200334,cpu,13.642975082218376,2020-09-01T12:41:15.001Z,percent
order-service,2020-09-01T12:41:05.001Z,92.02184276993505,ram,80.45606248314716,2020-09-01T12:41:15.001Z,percent
order-service,2020-09-01T12:41:15.001Z,36.50817532125372,cpu,12.547241583574522,2020-09-01T12:41:25.001Z,percent
order-service,2020-09-01T12:41:15.001Z,25.772735033279535,ram,14.004404234954148,2020-09-01T12:41:25.001Z,percent
order-service,2020-09-01T12:41:25.001Z,43.55352932760769,cpu,14.671879825435113,2020-09-01T12:41:35.001Z,percent
order-service,2020-09-01T12:41:25.001Z,58.679833090472314,ram,48.26704447550141,2020-09-01T12:41:35.001Z,percent
order-service,2020-09-01T12:41:35.001Z,38.06561609411029,cpu,14.919234446678386,2020-09-01T12:41:45.001Z,percent
order-service,2020-09-01T12:41:35.001Z,69.19757466917484,ram,58.820939501909166,2020-09-01T12:41:45.001Z,percent
order-service,2020-09-01T12:41:45.001Z,35.38680221464473,cpu,7.482338336325849,2020-09-01T12:41:55.001Z,percent
order-service,2020-09-01T12:41:45.001Z,32.56619455281738,ram,21.1643797847789,2020-09-01T12:41:55.001Z,percent
order-service,2020-09-01T12:41:55.001Z,38.887246143416675,cpu,11.361528396627886,2020-09-01T12:42:05.001Z,percent
order-service,2020-09-01T12:41:55.001Z,54.98082936920533,ram,43.47224036987213,2020-09-01T12:42:05.001Z,percent
order-service,2020-09-01T12:42:05.001Z,42.46710289644059,cpu,14.443292223777405,2020-09-01T12:42:15.001Z,percent
order-service,2020-09-01T12:42:05.001Z,35.86629371092811,ram,25.257182854535014,2020-09-01T12:42:15.001Z,percent
order-service,2020-09-01T12:42:15.001Z,33.67710153078245,cpu,8.509565415073654,2020-09-01T12:42:25.001Z,percent
order-service,2020-09-01T12:42:15.001Z,76.25847809504062,ram,65.18911876853407,2020-09-01T12:42:25.001Z,percent
order-service,2020-09-01T12:42:25.001Z,35.657595136828974,cpu,16.166370564050272,2020-09-01T12:42:35.001Z,percent
order-service,2020-09-01T12:42:25.001Z,36.14350321741338,ram,25.384313582022305,2020-09-01T12:42:35.001Z,percent
order-service,2020-09-01T12:42:35.001Z,41.8212922654084,cpu,12.212757385967922,2020-09-01T12:42:45.001Z,percent
order-service,2020-09-01T12:42:35.001Z,30.124754036596407,ram,18.633438522278446,2020-09-01T12:42:45.001Z,percent
order-service,2020-09-01T12:42:45.001Z,32.90652434264679,cpu,13.683963423941542,2020-09-01T12:42:55.001Z,percent
order-service,2020-09-01T12:42:45.001Z,72.97273472013983,ram,61.078796445517824,2020-09-01T12:42:55.001Z,percent
order-service,2020-09-01T12:42:55.001Z,37.331135994289994,cpu,11.278624275976405,2020-09-01T12:43:05.001Z,percent
order-service,2020-09-01T12:42:55.001Z,55.16346779370837,ram,43.35585560033869,2020-09-01T12:43:05.001Z,percent
order-service,2020-09-01T12:43:05.001Z,34.30686924728371,cpu,11.013239653131585,2020-09-01T12:43:15.001Z,percent
order-service,2020-09-01T12:43:05.001Z,17.081401826947964,ram,5.311221353945702,2020-09-01T12:43:15.001Z,percent
order-service,2020-09-01T12:43:15.001Z,38.55545636307443,cpu,12.944978564192027,2020-09-01T12:43:25.001Z,percent
order-service,2020-09-01T12:43:15.001Z,28.00870085641511,ram,17.52283326625767,2020-09-01T12:43:25.001Z,percent
order-service,2020-09-01T12:43:25.001Z,39.32554818420448,cpu,18.185821189481604,2020-09-01T12:43:35.001Z,percent
order-service,2020-09-01T12:43:25.001Z,37.6541998794644,ram,27.450433568073986,2020-09-01T12:43:35.001Z,percent
order-service,2020-09-01T12:43:35.001Z,36.36908050231027,cpu,8.029010231401163,2020-09-01T12:43:45.001Z,percent
order-service,2020-09-01T12:43:35.001Z,80.80461412488093,ram,70.40346478173542,2020-09-01T12:43:45.001Z,percent
order-service,2020-09-01T12:43:45.001Z,39.22171112785932,cpu,15.96735720346916,2020-09-01T12:43:55.001Z,percent
order-service,2020-09-01T12:43:45.001Z,78.6739580037328,ram,67.44529929329072,2020-09-01T12:43:55.001Z,percent
order-service,2020-09-01T12:43:55.001Z,41.16956075266357,cpu,16.15915148872028,2020-09-01T12:44:05.001Z,percent
order-service,2020-09-01T12:43:55.001Z,30.853146983108346,ram,19.969028067355396,2020-09-01T12:44:05.001Z,percent
order-service,2020-09-01T12:44:05.001Z,37.29865167639322,cpu,18.260770242156422,2020-09-01T12:44:15.001Z,percent
order-service,2020-09-01T12:44:05.001Z,20.042823884574716,ram,9.140447138862898,2020-09-01T12:44:15.001Z,percent
order-service,2020-09-01T12:44:15.001Z,36.63915720352979,cpu,13.577642537494395,2020-09-01T12:44:25.001Z,percent
order-service,2020-09-01T12:44:15.001Z,77.31347337338042,ram,66.66414512704975,2020-09-01T12:44:25.001Z,percent
order-service,2020-09-01T12:44:25.001Z,35.25886693864395,cpu,12.581484324753756,2020-09-01T12:44:35.001Z,percent
order-service,2020-09-01T12:44:25.001Z,75.75641589208428,ram,64.89187031240019,2020-09-01T12:44:35.001Z,percent
order-service,2020-09-01T12:44:35.001Z,43.85410976842152,cpu,15.708739250630057,2020-09-01T12:44:45.001Z,percent
order-service,2020-09-01T12:44:35.001Z,59.548631627845815,ram,47.958330742291956,2020-09-01T12:44:45.001Z,percent
order-service,2020-09-01T12:44:45.001Z,33.55679977178579,cpu,15.012467998123423,2020-09-01T12:44:55.001Z,percent
order-service,2020-09-01T12:44:45.001Z,60.588113043986155,ram,50.24491808275492,2020-09-01T12:44:55.001Z,percent
order-service,2020-09-01T12:44:55.001Z,38.94823104067112,cpu,18.019542592485895,2020-09-01T12:45:05.001Z,percent
order-service,2020-09-01T12:44:55.001Z,39.60236394037844,ram,28.680191329824897,2020-09-01T12:45:05.001Z,percent
order-service,2020-09-01T12:45:05.001Z,39.26879076958984,cpu,11.691462887740597,2020-09-01T12:45:15.001Z,percent
order-service,2020-09-01T12:45:05.001Z,32.58150535668716,ram,22.377667872374943,2020-09-01T12:45:15.001Z,percent
order-service,2020-09-01T12:45:15.001Z,33.16285256065757,cpu,9.657460610739957,2020-09-01T12:45:25.001Z,percent
order-service,2020-09-01T12:45:15.001Z,94.33317139969176,ram,82.3738660439544,2020-09-01T12:45:25.001Z,percent
order-service,2020-09-01T12:45:25.001Z,38.624775554069416,cpu,12.152294826508147,2020-09-01T12:45:35.001Z,percent
order-service,2020-09-01T12:45:25.001Z,61.146053740487595,ram,49.29680452494393,2020-09-01T12:45:35.001Z,percent
order-service,2020-09-01T12:45:35.001Z,33.74015443052008,cpu,6.930337207516292,2020-09-01T12:45:45.001Z,percent
order-service,2020-09-01T12:45:35.001Z,60.93281340402505,ram,48.99838358490931,2020-09-01T12:45:45.001Z,percent
order-service,2020-09-01T12:45:45.001Z,30.97125462519473,cpu,12.736701131637867,2020-09-01T12:45:55.001Z,percent
order-service,2020-09-01T12:45:45.001Z,59.70437489505976,ram,48.401109457535895,2020-09-01T12:45:55.001Z,percent
order-service,2020-09-01T12:45:55.001Z,35.74190939137421,cpu,9.902326328119742,2020-09-01T12:46:05.001Z,percent
order-service,2020-09-01T12:45:55.001Z,68.91285874886252,ram,58.21534630330767,2020-09-01T12:46:05.001Z,percent
order-service,2020-09-01T12:46:05.001Z,42.560070609915115,cpu,14.81263361397359,2020-09-01T12:46:15.001Z,percent
order-service,2020-09-01T12:46:05.001Z,45.64910572223876,ram,34.999310315989604,2020-09-01T12:46:15.001Z,percent
order-service,2020-09-01T12:46:15.001Z,40.500674908799546,cpu,13.210607652654376,2020-09-01T12:46:25.001Z,percent
order-service,2020-09-01T12:46:15.001Z,94.1556835186758,ram,83.27899971818476,2020-09-01T12:46:25.001Z,percent
order-service,2020-09-01T12:46:25.001Z,36.18252142059583,cpu,8.679532710220002,2020-09-01T12:46:35.001Z,percent
order-service,2020-09-01T12:46:25.001Z,86.83314256395526,ram,75.68449231447433,2020-09-01T12:46:35.001Z,percent
order-service,2020-09-01T12:46:35.001Z,40.03545997459643,cpu,17.665081687988426,2020-09-01T12:46:45.001Z,percent
order-service,2020-09-01T12:46:35.001Z,17.295158406240663,ram,7.154954025434686,2020-09-01T12:46:45.001Z,percent
order-service,2020-09-01T12:46:45.001Z,32.29334065115887,cpu,13.810593341765976,2020-09-01T12:46:55.001Z,percent
order-service,2020-09-01T12:46:45.001Z,60.93909125923587,ram,50.12642244982977,2020-09-01T12:46:55.001Z,percent
order-service,2020-09-01T12:46:55.001Z,34.38890440623548,cpu,6.275208638283916,2020-09-01T12:47:05.001Z,percent
order-service,2020-09-01T12:46:55.001Z,65.51753457017564,ram,53.949948094940034,2020-09-01T12:47:05.001Z,percent
order-service,2020-09-01T12:47:05.001Z,42.89408016206181,cpu,15.47658246008141,2020-09-01T12:47:15.001Z,percent
order-service,2020-09-01T12:47:05.001Z,94.85213195582773,ram,84.84611498587344,2020-09-01T12:47:15.001Z,percent
order-service,2020-09-01T12:47:15.001Z,34.467994435095406,cpu,13.055184224607128,2020-09-01T12:47:25.001Z,percent
order-service,2020-09-01T12:47:15.001Z,59.85445918535202,ram,49.03482952324291,2020-09-01T12:47:25.001Z,percent
order-service,2020-09-01T12:47:25.001Z,37.07042016606016,cpu,10.815293187396026,2020-09-01T12:47:35.001Z,percent
order-service,2020-09-01T12:47:25.001Z,85.59501887602887,ram,73.88359230775522,2020-09-01T12:47:35.001Z,percent
order-service,2020-09-01T12:47:35.001Z,38.59535230903335,cpu,13.290684834208243,2020-09-01T12:47:45.001Z,percent
order-service,2020-09-01T12:47:35.001Z,65.17772810232103,ram,54.3864585986178,2020-09-01T12:47:45.001Z,percent
order-service,2020-09-01T12:47:45.001Z,32.70294391537991,cpu,8.055253533093888,2020-09-01T12:47:55.001Z,percent
order-service,2020-09-01T12:47:45.001Z,83.47479778464704,ram,72.96026726451363,2020-09-01T12:47:55.001Z,percent
order-service,2020-09-01T12:47:55.001Z,42.603126952561766,cpu,13.907437573245213,2020-09-01T12:48:05.001Z,percent
order-service,2020-09-01T12:47:55.001Z,30.399372713208418,ram,18.661594322192006,2020-09-01T12:48:05.001Z,percent
order-service,2020-09-01T12:48:05.001Z,40.49590331925003,cpu,12.871839205025537,2020-09-01T12:48:15.001Z,percent
order-service,2020-09-01T12:48:05.001Z,68.83787453404373,ram,58.77153255817249,2020-09-01T12:48:15.001Z,percent
order-service,2020-09-01T12:48:15.001Z,38.92651897335521,cpu,14.163905569978304,2020-09-01T12:48:25.001Z,percent
order-service,2020-09-01T12:48:15.001Z,83.83082157159677,ram,72.34682231409468,2020-09-01T12:48:25.001Z,percent
order-service,2020-09-01T12:48:25.001Z,42.093510509984036,cpu,17.74847182889018,2020-09-01T12:48:35.001Z,percent
order-service,2020-09-01T12:48:25.001Z,85.23338425298131,ram,74.42306947023137,2020-09-01T12:48:35.001Z,percent
order-service,2020-09-01T12:48:35.001Z,39.77897093638845,cpu,20.097411132279774,2020-09-01T12:48:45.001Z,percent
order-service,2020-09-01T12:48:35.001Z,75.26135824917058,ram,65.00342573406944,2020-09-01T12:48:45.001Z,percent
order-service,2020-09-01T12:48:45.001Z,35.67828452150656,cpu,11.735113583590056,2020-09-01T12:48:55.001Z,percent
order-service,2020-09-01T12:48:45.001Z,54.844406524472824,ram,44.74609206111618,2020-09-01T12:48:55.001Z,percent
order-service,2020-09-01T12:48:55.001Z,39.11605378416624,cpu,14.985047702978187,2020-09-01T12:49:05.001Z,percent
order-service,2020-09-01T12:48:55.001Z,94.07878844894748,ram,82.14465065287823,2020-09-01T12:49:05.001Z,percent
order-service,2020-09-01T12:49:05.001Z,44.07098461536767,cpu,15.140802995285668,2020-09-01T12:49:15.001Z,percent
order-service,2020-09-01T12:49:05.001Z,84.762349496521,ram,73.29213096672076,2020-09-01T12:49:15.001Z,percent
order-service,2020-09-01T12:49:15.001Z,33.72007931479256,cpu,6.53776578405353,2020-09-01T12:49:25.001Z,percent
order-service,2020-09-01T12:49:15.001Z,62.674156701825424,ram,52.6451039081838,2020-09-01T12:49:25.001Z,percent
order-service,2020-09-01T12:49:25.001Z,35.97666261071435,cpu,12.466503917367554,2020-09-01T12:49:35.001Z,percent
order-service,2020-09-01T12:49:25.001Z,36.051942391461516,ram,25.217185889798326,2020-09-01T12:49:35.001Z,percent
order-service,2020-09-01T12:49:35.001Z,37.3624747260645,cpu,7.628047148762214,2020-09-01T12:49:45.001Z,percent
order-service,2020-09-01T12:49:35.001Z,60.44756956000826,ram,49.78809814471438,2020-09-01T12:49:45.001Z,percent
order-service,2020-09-01T12:49:45.001Z,36.64636355161561,cpu,11.279075071437603,2020-09-01T12:49:55.001Z,percent
order-service,2020-09-01T12:49:45.001Z,19.582573223282232,ram,9.01798361563372,2020-09-01T12:49:55.001Z,percent
order-service,2020-09-01T12:49:55.001Z,33.625943478622546,cpu,11.058613358795622,2020-09-01T12:50:05.001Z,percent
order-service,2020-09-01T12:49:55.001Z,43.96360705001766,ram,32.10654198218056,2020-09-01T12:50:05.001Z,percent
order-service,2020-09-01T12:50:05.001Z,41.849008025610146,cpu,12.746697107383726,2020-09-01T12:50:15.001Z,percent
order-service,2020-09-01T12:50:05.001Z,34.286258744883085,ram,24.17973749099116,2020-09-01T12:50:15.001Z,percent
order-service,2020-09-01T12:50:15.001Z,40.59345051662565,cpu,12.211647182631292,2020-09-01T12:50:25.001Z,percent
order-service,2020-09-01T12:50:15.001Z,94.19252238979186,ram,83.06655199086077,2020-09-01T12:50:25.001Z,percent
order-service,2020-09-01T12:50:25.001Z,42.67298558980754,cpu,17.200624753665384,2020-09-01T12:50:35.001Z,percent
order-service,2020-09-01T12:50:25.001Z,83.84340771790811,ram,72.23528685480376,2020-09-01T12:50:35.001Z,percent
order-service,2020-09-01T12:50:35.001Z,34.236057980254415,cpu,6.37503476919499,2020-09-01T12:50:45.001Z,percent
order-service,2020-09-01T12:50:35.001Z,52.31734968354871,ram,41.380240958583585,2020-09-01T12:50:45.001Z,percent
order-service,2020-09-01T12:50:45.001Z,34.301991430044374,cpu,9.357662616352648,2020-09-01T12:50:55.001Z,percent
order-service,2020-09-01T12:50:45.001Z,21.79454878678658,ram,10.51961670519557,2020-09-01T12:50:55.001Z,percent
order-service,2020-09-01T12:50:55.001Z,42.95664557793426,cpu,14.124168298477132,2020-09-01T12:51:05.001Z,percent
order-service,2020-09-01T12:50:55.001Z,29.28726285562747,ram,18.315221241383693,2020-09-01T12:51:05.001Z,percent
order-service,2020-09-01T12:51:05.001Z,37.534639051011695,cpu,14.732298004347694,2020-09-01T12:51:15.001Z,percent
order-service,2020-09-01T12:51:05.001Z,27.729566238956398,ram,16.031736695775717,2020-09-01T12:51:15.001Z,percent
order-service,2020-09-01T12:51:15.001Z,37.37154589882997,cpu,14.344881489896215,2020-09-01T12:51:25.001Z,percent
order-service,2020-09-01T12:51:15.001Z,18.153948392300247,ram,7.7931391522393305,2020-09-01T12:51:25.001Z,percent
order-service,2020-09-01T12:51:25.001Z,39.442375344929836,cpu,19.286949457124756,2020-09-01T12:51:35.001Z,percent
order-service,2020-09-01T12:51:25.001Z,30.515505229412216,ram,19.287527889325272,2020-09-01T12:51:35.001Z,percent
order-service,2020-09-01T12:51:35.001Z,37.03712624442667,cpu,10.315120700533761,2020-09-01T12:51:45.001Z,percent
order-service,2020-09-01T12:51:35.001Z,61.24046181145083,ram,50.338124809982006,2020-09-01T12:51:45.001Z,percent
order-service,2020-09-01T12:51:45.001Z,39.18523659226061,cpu,18.513326738912568,2020-09-01T12:51:55.001Z,percent
order-service,2020-09-01T12:51:45.001Z,42.4899021325084,ram,30.862669061528074,2020-09-01T12:51:55.001Z,percent
order-service,2020-09-01T12:51:55.001Z,39.453347919125,cpu,19.719983849193802,2020-09-01T12:52:05.001Z,percent
order-service,2020-09-01T12:51:55.001Z,95.36098878349586,ram,84.04835066683393,2020-09-01T12:52:05.001Z,percent
order-service,2020-09-01T12:52:05.001Z,42.62996840789805,cpu,13.907424498363778,2020-09-01T12:52:15.001Z,percent
order-service,2020-09-01T12:52:05.001Z,49.16856000904224,ram,38.48382693802509,2020-09-01T12:52:15.001Z,percent
order-service,2020-09-01T12:52:15.001Z,38.301332774251605,cpu,12.556791992471233,2020-09-01T12:52:25.001Z,percent
order-service,2020-09-01T12:52:15.001Z,76.63511538160695,ram,65.71993547013774,2020-09-01T12:52:25.001Z,percent
order-service,2020-09-01T12:52:25.001Z,37.04004947155295,cpu,12.195207632371808,2020-09-01T12:52:35.001Z,percent
order-service,2020-09-01T12:52:25.001Z,41.29512373391539,ram,31.02934004353871,2020-09-01T12:52:35.001Z,percent
order-service,2020-09-01T12:52:35.001Z,43.4969727175095,cpu,15.593893936438517,2020-09-01T12:52:45.001Z,percent
order-service,2020-09-01T12:52:35.001Z,67.92165298972557,ram,57.052231430870194,2020-09-01T12:52:45.001Z,percent
order-service,2020-09-01T12:52:45.001Z,32.73214176147426,cpu,7.685572712332039,2020-09-01T12:52:55.001Z,percent
order-service,2020-09-01T12:52:45.001Z,88.99430169968329,ram,78.64722656490233,2020-09-01T12:52:55.001Z,percent
order-service,2020-09-01T12:52:55.001Z,33.267608618332275,cpu,10.378925715448272,2020-09-01T12:53:05.001Z,percent
order-service,2020-09-01T12:52:55.001Z,65.53480318945957,ram,55.507130684378005,2020-09-01T12:53:05.001Z,percent
order-service,2020-09-01T12:53:05.001Z,36.218506180273685,cpu,6.771707015589783,2020-09-01T12:53:15.001Z,percent
order-service,2020-09-01T12:53:05.001Z,39.38142717581861,ram,27.38880284522505,2020-09-01T12:53:15.001Z,percent
order-service,2020-09-01T12:53:15.001Z,40.083810987031924,cpu,11.749286860652768,2020-09-01T12:53:25.001Z,percent
order-service,2020-09-01T12:53:15.001Z,32.699305417701574,ram,21.882243789396092,2020-09-01T12:53:25.001Z,percent
order-service,2020-09-01T12:53:25.001Z,34.97990856069842,cpu,9.871489302889248,2020-09-01T12:53:35.001Z,percent
order-service,2020-09-01T12:53:25.001Z,46.228121426030384,ram,35.29037712600072,2020-09-01T12:53:35.001Z,percent
order-service,2020-09-01T12:53:35.001Z,33.90329735559135,cpu,9.379624759872474,2020-09-01T12:53:45.001Z,percent
order-service,2020-09-01T12:53:35.001Z,21.15150653024487,ram,10.988960555439451,2020-09-01T12:53:45.001Z,percent
order-service,2020-09-01T12:53:45.001Z,37.638551933808856,cpu,9.992119333249564,2020-09-01T12:53:55.001Z,percent
order-service,2020-09-01T12:53:45.001Z,84.18714642193645,ram,73.71341822368537,2020-09-01T12:53:55.001Z,percent
order-service,2020-09-01T12:53:55.001Z,31.809010963310662,cpu,12.10814387233417,2020-09-01T12:54:05.001Z,percent
order-service,2020-09-01T12:53:55.001Z,79.39965337850555,ram,68.00112175767617,2020-09-01T12:54:05.001Z,percent
order-service,2020-09-01T12:54:05.001Z,34.92556473009635,cpu,8.62368377234001,2020-09-01T12:54:15.001Z,percent
order-service,2020-09-01T12:54:05.001Z,37.63909225781764,ram,25.97526608217888,2020-09-01T12:54:15.001Z,percent
